TRPER20141219A001.XML;2019-10-07;2019-10-07 21:37:25;103;5;0;0;0;0;73264317;4608;2014-12-19;00:13:31;0;0;1;0;0;44467;0;1;0103;
TRPER20141219A001.XML;2019-10-07;2019-10-07 21:37:25;103;5;0;0;0;0;198552801;7587;2014-12-19;00:11:40;0;0;1;0;0;21040;0;3;0103;
TRPER20141219A001.XML;2019-10-07;2019-10-07 21:37:25;103;5;0;0;0;0;188863027;6188;2014-12-19;00:12:28;0;0;1;0;0;48001;0;5;0103;
TRPER20141219A001.XML;2019-10-07;2019-10-07 21:37:25;103;5;0;0;0;0;220605910;7719;2014-12-19;00:11:54;0;0;1;0;0;31231;0;7;0103;
TRPER20141219A001.XML;2019-10-07;2019-10-07 21:37:25;103;5;0;0;0;0;217560155;6882;2014-12-19;00:11:42;0;0;1;0;0;45718;0;9;0103;
TRPER20141219A001.XML;2019-10-07;2019-10-07 21:37:25;103;5;0;0;0;0;753307951;1095;2014-12-19;00:11:43;0;0;1;0;0;41294;0;11;0103;
TRPER20141219A001.XML;2019-10-07;2019-10-07 21:37:25;103;5;0;0;0;0;597152011;2696;2014-12-19;00:11:44;0;0;1;0;0;25083;0;13;0103;
TRPER20141219A001.XML;2019-10-07;2019-10-07 21:37:25;103;5;0;0;0;0;710088133;5279;2014-12-19;00:12:00;0;0;1;0;0;5378;0;15;0103;
TRPER20141219A001.XML;2019-10-07;2019-10-07 21:37:25;103;5;0;0;0;0;579775851;4026;2014-12-19;00:11:58;0;0;1;0;0;13485;0;17;0103;
TRPER20141219A001.XML;2019-10-07;2019-10-07 21:37:25;103;5;0;0;0;0;761311417;682;2014-12-19;00:12:30;0;0;1;0;0;23416;0;19;0103;
TRPER20141219A001.XML;2019-10-07;2019-10-07 21:37:25;103;5;0;0;0;0;636711970;3486;2014-12-19;00:12:14;0;0;1;0;0;15919;0;21;0103;
TRPER20141219A001.XML;2019-10-07;2019-10-07 21:37:25;103;5;0;0;0;0;672884878;2751;2014-12-19;00:12:01;0;0;1;0;0;25277;0;23;0103;
TRPER20141219A001.XML;2019-10-07;2019-10-07 21:37:25;103;5;0;0;0;0;674888153;5662;2014-12-19;00:12:10;0;0;1;0;0;8656;0;25;0103;
TRPER20141219A001.XML;2019-10-07;2019-10-07 21:37:25;103;5;0;0;0;0;627249671;333;2014-12-19;00:12:32;0;0;1;0;0;44861;0;27;0103;
TRPER20141219A001.XML;2019-10-07;2019-10-07 21:37:25;103;5;0;0;0;0;106055200;3540;2014-12-19;00:12:12;0;0;1;0;0;5080;0;29;0103;
TRPER20141219A001.XML;2019-10-07;2019-10-07 21:37:26;103;5;0;0;0;0;163770175;9456;2014-12-19;00:12:19;0;0;1;0;0;28698;0;31;0103;
TRPER20141219A001.XML;2019-10-07;2019-10-07 21:37:26;103;5;0;0;0;0;216333352;766;2014-12-19;00:12:21;0;0;1;0;0;17625;0;33;0103;
TRPER20141219A001.XML;2019-10-07;2019-10-07 21:37:26;103;5;0;0;0;0;217950602;1865;2014-12-19;00:12:17;0;0;1;0;0;17233;0;35;0103;
TRPER20141219A001.XML;2019-10-07;2019-10-07 21:37:26;103;5;0;0;0;0;410208939;5730;2014-12-19;00:12:15;0;0;1;0;0;3147;0;37;0103;
TRPER20141219A001.XML;2019-10-07;2019-10-07 21:37:26;103;5;0;0;0;0;598045945;586;2014-12-19;00:12:37;0;0;1;0;0;55877;0;39;0103;
TRPER20141219A001.XML;2019-10-07;2019-10-07 21:37:26;103;5;0;0;0;0;413498559;2014;2014-12-19;00:12:26;0;0;1;0;0;20430;0;41;0103;
TRPER20141219A001.XML;2019-10-07;2019-10-07 21:37:26;103;5;0;0;0;0;307365310;8551;2014-12-19;00:12:09;0;0;1;0;0;29819;0;43;0103;
TRPER20141219A001.XML;2019-10-07;2019-10-07 21:37:26;103;5;0;0;0;0;490728479;7837;2014-12-19;00:12:38;0;0;1;0;0;52408;0;47;0103;
TRPER20141219A001.XML;2019-10-07;2019-10-07 21:37:26;103;5;0;0;0;0;228115547;5071;2014-12-19;00:12:20;0;0;1;0;0;15723;0;49;0103;
TRPER20141219A001.XML;2019-10-07;2019-10-07 21:37:26;103;5;0;0;0;0;243523079;6474;2014-12-19;00:12:18;0;0;1;0;0;47913;0;51;0103;
TRPER20141219A001.XML;2019-10-07;2019-10-07 21:37:26;103;5;0;0;0;0;447155135;8060;2014-12-19;00:12:27;0;0;1;0;0;27548;0;55;0103;
TRPER20141219A001.XML;2019-10-07;2019-10-07 21:37:26;103;5;0;0;0;0;175766938;326;2014-12-19;00:11:41;0;0;1;0;0;61280;0;57;0103;
TRPER20141219A001.XML;2019-10-07;2019-10-07 21:37:26;103;5;0;0;0;0;86716261;9917;2014-12-19;00:11:50;0;0;1;0;0;36494;0;59;0103;
TRPER20141219A001.XML;2019-10-07;2019-10-07 21:37:26;103;5;0;0;0;0;31834453;971;2014-12-19;00:11:50;0;0;1;0;0;24839;0;61;0103;
TRPER20141219A001.XML;2019-10-07;2019-10-07 21:37:26;103;5;0;0;0;0;1005148574;3894;2014-12-19;00:12:00;0;0;1;0;0;50082;0;69;0103;
TRPER20141219A001.XML;2019-10-07;2019-10-07 21:37:26;103;5;0;0;0;0;15547612;6335;2014-12-19;00:11:52;0;0;1;0;0;19868;0;73;0103;
TRPER20141219A001.XML;2019-10-07;2019-10-07 21:37:26;103;5;0;0;0;0;88286095;2627;2014-12-19;00:11:58;0;0;1;0;0;1997;0;75;0103;
TRPER20141219A001.XML;2019-10-07;2019-10-07 21:37:26;103;5;0;0;0;0;138618786;8767;2014-12-19;00:12:00;0;0;1;0;0;36121;0;77;0103;
TRPER20141219A001.XML;2019-10-07;2019-10-07 21:37:26;103;5;0;0;0;0;10648493;1067;2014-12-19;00:12:00;0;0;1;0;0;10889;0;79;0103;
TRPER20141219A001.XML;2019-10-07;2019-10-07 21:37:26;103;5;0;0;0;0;1617522969;8000;2014-12-19;00:12:14;0;0;1;0;0;44675;0;81;0103;
TRPER20141219A001.XML;2019-10-07;2019-10-07 21:37:26;103;5;0;0;0;0;29784228;9381;2014-12-19;00:11:52;0;0;1;0;0;6788;0;85;0103;
TRPER20141219A001.XML;2019-10-07;2019-10-07 21:37:26;103;5;0;0;0;0;286736453;1726;2014-12-19;00:11:41;0;0;1;0;0;41691;0;87;0103;
TRPER20141219A001.XML;2019-10-07;2019-10-07 21:37:26;103;5;0;0;0;0;9568472;2136;2014-12-19;00:13:29;0;0;1;0;0;63511;0;99;0103;
TRPER20141219A410.XML;2019-10-07;2019-10-07 21:37:26;103;5;141219;1;0;0;106055200;3541;2014-12-19;07:31:18;0;0;0;1;0;5106;1063;29;0103;
TRPER20141219A443.XML;2019-10-07;2019-10-07 21:37:26;103;5;141219;1;0;0;753307951;1096;2014-12-19;08:03:47;0;0;0;1;0;41320;6547;11;0103;
TRPER20141219A446.XML;2019-10-07;2019-10-07 21:37:26;103;5;5299;1;0;0;753313250;1097;2014-12-19;08:06:43;0;0;0;0;0;41362;6547;11;0103;
TRPER20141219A447.XML;2019-10-07;2019-10-07 21:37:26;103;5;5299;1;0;0;753318549;1098;2014-12-19;08:07:56;0;0;0;0;0;41403;6547;11;0103;
TRPER20141219A448.XML;2019-10-07;2019-10-07 21:37:26;103;5;1796;2;0;0;753320345;1099;2014-12-19;08:09:03;0;0;0;0;0;41450;6547;11;0103;
TRPER20141219A449.XML;2019-10-07;2019-10-07 21:37:26;103;5;349;1;0;0;753320694;1100;2014-12-19;08:09:40;0;0;0;0;0;41491;6547;11;0103;
TRPER20141219A456.XML;2019-10-07;2019-10-07 21:37:26;103;5;6347;3;0;0;753327041;1101;2014-12-19;08:17:00;0;0;0;0;0;41589;6547;11;0103;
TRPER20141219A457.XML;2019-10-07;2019-10-07 21:37:26;103;5;0;0;0;0;753327041;1102;2014-12-19;08:18:00;0;0;0;0;0;41638;6547;11;0103;
TRPER20141219A462.XML;2019-10-07;2019-10-07 21:37:26;103;5;3698;9;0;0;753330739;1103;2014-12-19;08:22:43;0;0;0;0;0;41728;6547;11;0103;
TRPER20141219A462.XML;2019-10-07;2019-10-07 21:37:26;103;5;495;2;0;0;753331234;1104;2014-12-19;08:23:09;0;0;0;0;0;41774;6547;11;0103;
TRPER20141219A463.XML;2019-10-07;2019-10-07 21:37:26;103;5;141219;1;0;0;597152011;2697;2014-12-19;08:23:53;0;0;0;1;0;25113;2180;13;0103;
TRPER20141219A466.XML;2019-10-07;2019-10-07 21:37:26;103;5;290;1;0;0;597152301;2698;2014-12-19;08:26:46;0;0;0;0;0;25166;2180;13;0103;
TRPER20141219A467.XML;2019-10-07;2019-10-07 21:37:26;103;5;1160;6;0;0;597153461;2699;2014-12-19;08:27:25;0;0;0;0;0;25210;2180;13;0103;
TRPER20141219A468.XML;2019-10-07;2019-10-07 21:37:26;103;5;28895;2;0;0;753360129;1105;2014-12-19;08:28:32;0;0;0;0;0;41849;6547;11;0103;
TRPER20141219A472.XML;2019-10-07;2019-10-07 21:37:26;103;5;21292;9;0;0;753381421;1106;2014-12-19;08:33:12;0;0;0;0;0;41949;6547;11;0103;
TRPER20141219A472.XML;2019-10-07;2019-10-07 21:37:27;103;5;9673;18;0;0;597163134;2700;2014-12-19;08:32:41;0;0;0;0;0;25354;2180;13;0103;
TRPER20141219A473.XML;2019-10-07;2019-10-07 21:37:27;103;5;0;0;0;0;753381421;1107;2014-12-19;08:34:08;0;0;0;0;0;41999;6547;11;0103;
TRPER20141219A473.XML;2019-10-07;2019-10-07 21:37:27;103;5;0;0;0;0;597163134;2701;2014-12-19;08:33:34;0;0;0;0;0;25403;2180;13;0103;
TRPER20141219A474.XML;2019-10-07;2019-10-07 21:37:27;103;5;3990;1;0;0;597167124;2702;2014-12-19;08:34:54;0;0;0;0;0;25447;2180;13;0103;
TRPER20141219A475.XML;2019-10-07;2019-10-07 21:37:27;103;5;1515;3;0;0;753382936;1108;2014-12-19;08:35:31;0;0;0;0;0;42051;6547;11;0103;
